cricsheet_match_id,match_date,event_name,competition_type,venue,city,team_1,team_2,espn_match_id_candidate,espn_legacy_match_url_candidate,espn_match_id_verified,espn_match_url_verified,espn_linkage_status,source_search_query,source_url,source_title,published_at_utc,accessed_at_utc,pre_match_verified,coder_id,coder_confidence,pitch_primary_category,batting_ease,pace_seam_support,spin_support,bounce_profile,two_paced_expected,dew_expected,short_paraphrased_note,exclusion_reason
1022371,2017-06-14,ICC Champions Trophy,champions_trophy,Sophia Gardens,Cardiff,England,Pakistan,1022371,https://www.espncricinfo.com/ci/engine/match/1022371.html,,,unverified_candidate,"site:espncricinfo.com ""England"" ""Pakistan"" ""2017-06-14"" preview pitch conditions",https://www.icc-cricket.com/news/advantage-england-but-that-counts-for-little,"Advantage England, but that counts for little",2017-06-14T02:50:00Z,2026-09-11T14:26:56Z,1,ai_assisted_primary_01,high,spin,1,,1,,,,"Wear on the reused Cardiff pitch was expected to increase spin, partly offset by short straight boundaries.",
1431088,2024-10-02,Ireland vs South Africa,other_odi,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,South Africa,Ireland,1431088,https://www.espncricinfo.com/ci/engine/match/1431088.html,,,unverified_candidate,"site:espncricinfo.com ""South Africa"" ""Ireland"" ""2024-10-02"" preview pitch conditions",https://www.crictracker.com/cricket-previews/ireland-vs-south-africa-match-preview-1st-odi/,"IRE vs SA Match Preview, 1st ODI: Head to Head records, pitch report and more",2024-10-01T06:28:00Z,2026-09-11T14:26:56Z,1,ai_assisted_primary_01,high,pace_seam,1,1,,,,,Grass was expected to aid seamers early before the Abu Dhabi surface became flatter for batting.,
1490232,2026-01-14,New Zealand tour of India,bilateral_series,"Niranjan Shah Stadium, Rajkot",Rajkot,India,New Zealand,1490232,https://www.espncricinfo.com/ci/engine/match/1490232.html,,,unverified_candidate,"site:espncricinfo.com ""India"" ""New Zealand"" ""2026-01-14"" preview pitch conditions",https://www.business-standard.com/cricket/news/india-vs-new-zealand-2nd-odi-rajkot-pitch-report-key-stadium-stats-126011300726_1.html,"India vs New Zealand 2nd ODI: Rajkot pitch report, key stadium stats",2026-01-14T04:42:30Z,2026-09-11T14:26:56Z,1,ai_assisted_primary_01,high,batting_friendly,2,,,standard,,,"Rajkot was expected to heavily favor batting, with consistent bounce and a high-scoring match likely.",
1020037,2017-03-01,South Africa in New Zealand ODI Series,bilateral_series,Seddon Park,Hamilton,South Africa,New Zealand,1020037,https://www.espncricinfo.com/ci/engine/match/1020037.html,,,unverified_candidate,"site:espncricinfo.com ""South Africa"" ""New Zealand"" ""2017-03-01"" preview pitch conditions",https://www.icc-cricket.com/news/new-zealand-v-south-africa-4th-odi-hamilton-preview,"New Zealand v South Africa, 4th ODI, Hamilton – Preview",2017-02-28T06:02:41Z,2026-09-11T14:26:56Z,1,ai_assisted_primary_01,medium,spin,,,2,,,,New Zealand reinforced its spin options because the Hamilton surface had produced considerable turn earlier in the series.,
932855,2016-06-11,West Indies Tri-Nation Series,multi_team_series,"Warner Park, Basseterre",St Kitts,Australia,South Africa,932855,https://www.espncricinfo.com/ci/engine/match/932855.html,,,unverified_candidate,"site:espncricinfo.com ""Australia"" ""South Africa"" ""2016-06-11"" preview pitch conditions",https://www.cricket.com.au/news/3272889/history-points-to-runs-fest-in-st-kitts,History points to runs-fest in St Kitts,2016-06-11T16:56:58Z,2026-09-11T14:26:56Z,1,ai_assisted_primary_01,high,batting_friendly,2,,,,,,"The barren, baked St Kitts surface and short boundaries were expected to produce a high-scoring match.",
1144485,2019-06-01,World Cup,world_cup,Sophia Gardens,Cardiff,Sri Lanka,New Zealand,1144485,https://www.espncricinfo.com/ci/engine/match/1144485.html,,,unverified_candidate,"site:espncricinfo.com ""Sri Lanka"" ""New Zealand"" ""2019-06-01"" preview pitch conditions",https://www.icc-cricket.com/tournaments/cricketworldcup/news/confident-new-zealand-ready-to-kick-off-their-world-cup-campaign,Confident New Zealand ready to kick-off their World Cup campaign,2019-05-30T11:59:57Z,2026-09-11T14:26:56Z,1,ai_assisted_primary_01,high,batting_friendly,2,,,,,,Cardiff was expected to produce plenty of runs after both completed warm-ups there exceeded 300.,
1020013,2017-01-30,Chappell-Hadlee Trophy,other_odi,Eden Park,Auckland,New Zealand,Australia,1020013,https://www.espncricinfo.com/ci/engine/match/1020013.html,,,unverified_candidate,"site:espncricinfo.com ""New Zealand"" ""Australia"" ""2017-01-30"" preview pitch conditions",https://www.cricket.com.au/news/3287986,Starc returns to NZ happy hunting ground,2017-01-29T13:56:15Z,2026-09-11T14:26:56Z,1,ai_assisted_primary_01,high,pace_seam,,2,,,,,"Eden Park conditions were expected to suit fast bowling, with swing and lateral movement for the white ball.",
1174239,2019-03-24,Australia tour of United Arab Emirates,bilateral_series,Sharjah Cricket Stadium,Sharjah,Pakistan,Australia,1174239,https://www.espncricinfo.com/ci/engine/match/1174239.html,,,unverified_candidate,"site:espncricinfo.com ""Pakistan"" ""Australia"" ""2019-03-24"" preview pitch conditions",https://dailytimes.com.pk/368951/pakistan-take-on-australia-in-second-odi-today/,Pakistan take on Australia in second ODI today,2019-03-24T02:37:41Z,2026-09-11T14:26:56Z,1,ai_assisted_primary_01,high,batting_friendly,2,0,1,,,,"Sharjah was expected to demand high-scoring batting, with only slow spin and little assistance for pace.",
1203674,2020-01-09,Ireland tour of West Indies,bilateral_series,"Kensington Oval, Barbados",Bridgetown,Ireland,West Indies,1203674,https://www.espncricinfo.com/ci/engine/match/1203674.html,,,unverified_candidate,"site:espncricinfo.com ""Ireland"" ""West Indies"" ""2020-01-09"" preview pitch conditions",https://cricketireland.ie/news/match-preview-ireland-v-west-indies-2nd-odi/,MATCH PREVIEW: Ireland v West Indies (2nd ODI),2020-01-08T17:15:03Z,2026-09-11T14:44:20Z,1,ai_assisted_primary_01,medium,pace_seam,0,1,,steep,,,Overnight showers were expected to leave more early help for bowlers on a surface that had played slowly with extra bounce.,
1001371,2016-12-04,Chappell-Hadlee Trophy,other_odi,Sydney Cricket Ground,Unknown,Australia,New Zealand,1001371,https://www.espncricinfo.com/ci/engine/match/1001371.html,,,unverified_candidate,"site:espncricinfo.com ""Australia"" ""New Zealand"" ""2016-12-04"" preview pitch conditions",https://www.cricket.com.au/news/3279017/pace-on-the-menu-as-rivalry-resumes,Pace on the menu as rivalry resumes,2016-12-03T18:38:47Z,2026-09-11T14:44:20Z,1,ai_assisted_primary_01,medium,batting_friendly,2,,,,,,The SCG opener was expected to be high-scoring after six consecutive ODIs at the venue produced totals above 300.,
1507717,2026-01-24,England tour of Sri Lanka,bilateral_series,"R Premadasa Stadium, Colombo",Colombo,Sri Lanka,England,1507717,https://www.espncricinfo.com/ci/engine/match/1507717.html,,,unverified_candidate,"site:espncricinfo.com ""Sri Lanka"" ""England"" ""2026-01-24"" preview pitch conditions",https://cricketaddictor.com/cricket-news/sl-vs-eng-2nd-odi-preview-free-live-streaming-pitch-weather-report-head-to-head-stats-records-england-tour-of-sri-lanka-2026-380450/,"SL vs ENG 2nd ODI Preview: Free Live Streaming, Pitch & Weather Report, Head-to-Head, Stats & Records",2026-01-23T11:25:30Z,2026-09-11T14:44:20Z,1,ai_assisted_primary_01,high,spin,1,0,2,standard,,,"The black-soil Colombo pitch was expected to start with even bounce, then slow and offer increasing grip and turn to spin.",
1388393,2023-08-31,Asia Cup,continental_cup,Pallekele International Cricket Stadium,Kandy,Bangladesh,Sri Lanka,1388393,https://www.espncricinfo.com/ci/engine/match/1388393.html,,,unverified_candidate,"site:espncricinfo.com ""Bangladesh"" ""Sri Lanka"" ""2023-08-31"" preview pitch conditions",https://www.mykhel.com/cricket/bangladesh-vs-sri-lanka-asia-cup-2023-kandy-stadium-pitch-report-weather-forecast-230193.html,"Bangladesh vs Sri Lanka, Asia Cup 2023: Pallekele International Cricket Stadium Pitch Report & Weather Forecast",2023-08-30T11:13:59Z,2026-09-11T14:44:20Z,1,ai_assisted_primary_01,medium,balanced,1,1,1,,,,"Pallekele was expected to aid quick bowlers early and slower bowlers later, with moderate first-innings scoring.",
1022351,2017-06-03,ICC Champions Trophy,champions_trophy,Kennington Oval,London,South Africa,Sri Lanka,1022351,https://www.espncricinfo.com/ci/engine/match/1022351.html,,,unverified_candidate,"site:espncricinfo.com ""South Africa"" ""Sri Lanka"" ""2017-06-03"" preview pitch conditions",https://www.icc-cricket.com/news/preview-sri-lanka-v-south-africa,Preview: Sri Lanka v South Africa,2017-06-02T14:30:00Z,2026-09-11T14:44:20Z,1,ai_assisted_primary_01,high,batting_friendly,2,,,standard,,,"The Oval pitch was expected to be largely flat with even bounce, a quick outfield, and a high par score.",
1384422,2023-10-31,ICC Cricket World Cup,world_cup,"Eden Gardens, Kolkata",Kolkata,Bangladesh,Pakistan,1384422,https://www.espncricinfo.com/ci/engine/match/1384422.html,,,unverified_candidate,"site:espncricinfo.com ""Bangladesh"" ""Pakistan"" ""2023-10-31"" preview pitch conditions",https://www.telegraphindia.com/sports/cricket/pakistan-vs-bangladesh-eden-gardens-pitch-likely-to-aid-quicks-with-extra-bounce/cid/1976525,Pakistan vs Bangladesh: Eden Gardens pitch likely to aid quicks with extra bounce,2023-10-31T02:17:00Z,2026-09-11T14:44:20Z,1,ai_assisted_primary_01,high,pace_seam,,2,,steep,,,The Eden Gardens pitch was expected to aid fast bowlers with extra bounce and movement.,
1388403,2023-09-09,Asia Cup,continental_cup,"R Premadasa Stadium, Colombo",Colombo,Sri Lanka,Bangladesh,1388403,https://www.espncricinfo.com/ci/engine/match/1388403.html,,,unverified_candidate,"site:espncricinfo.com ""Sri Lanka"" ""Bangladesh"" ""2023-09-09"" preview pitch conditions",https://www.thedailystar.net/star-multimedia/sports-multimedia/asia-cup-2023/news/nasum-tigers-opt-bowl-against-sl-3414611,Nasum in as Tigers opt to bowl against SL,2023-09-09T09:03:00Z,2026-09-11T14:44:20Z,1,ai_assisted_primary_01,high,balanced,2,1,1,,,,The toss-time assessment described a good batting track with movement under lights and some turn expected in the evening.,
1276908,2022-07-14,India tour of England,bilateral_series,"Lord's, London",London,England,India,1276908,https://www.espncricinfo.com/ci/engine/match/1276908.html,,,unverified_candidate,"site:espncricinfo.com ""England"" ""India"" ""2022-07-14"" preview pitch conditions",https://www.business-standard.com/article/sports/eng-vs-ind-2nd-odi-pitch-report-and-weather-update-of-lord-s-london-122071301195_1.html,"ENG vs IND 2nd ODI: Pitch Report and Weather Update of Lord's, London",2022-07-13T13:28:00Z,2026-09-11T14:44:20Z,1,ai_assisted_primary_01,high,pace_seam,1,2,,,,,The Lord's pitch and cool conditions were expected to favor swing bowling.,
1030219,2016-10-16,New Zealand in India ODI Series,bilateral_series,Himachal Pradesh Cricket Association Stadium,Dharmasala,New Zealand,India,1030219,https://www.espncricinfo.com/ci/engine/match/1030219.html,,,unverified_candidate,"site:espncricinfo.com ""New Zealand"" ""India"" ""2016-10-16"" preview pitch conditions",https://www.hindustantimes.com/cricket/india-vs-nz-cool-dharamsala-could-offer-slight-advantage-to-medium-pacers/story-Jv52G9MTn6UMOuN7qVy6AI.html,India vs NZ: Cool Dharamsala could offer slight advantage to medium pacers,2016-10-15T12:34:38Z,2026-09-11T14:44:20Z,1,ai_assisted_primary_01,high,pace_seam,1,1,,,,,"A fresh pitch with visible grass and cooler temperatures was expected to give medium pacers some movement, though rolling could improve batting.",
1466414,2025-02-19,ICC Champions Trophy,champions_trophy,"National Stadium, Karachi",Karachi,New Zealand,Pakistan,1466414,https://www.espncricinfo.com/ci/engine/match/1466414.html,,,unverified_candidate,"site:espncricinfo.com ""New Zealand"" ""Pakistan"" ""2025-02-19"" preview pitch conditions",https://www.mykhel.com/cricket/champions-trophy-2025-pakistan-vs-new-zealand-pak-vs-nz-pitch-and-weather-forecast-karachi-stadium-341833.html,"Champions Trophy 2025: Pakistan vs New Zealand, PAK vs NZ Pitch and Weather Forecast- Karachi National Stadium Report",2025-02-18T15:13:00Z,2026-09-11T14:44:20Z,1,ai_assisted_primary_01,high,batting_friendly,2,1,,standard,,,"Karachi was expected to favor batting with good bounce and carry, with only brief new-ball assistance for pace.",
1496581,2026-07-19,India tour of England,bilateral_series,"Lord's, London",London,England,India,1496581,https://www.espncricinfo.com/ci/engine/match/1496581.html,,,unverified_candidate,"site:espncricinfo.com ""England"" ""India"" ""2026-07-19"" preview pitch conditions",https://www.mykhel.com/cricket/india-vs-england-3rd-odi-lords-weather-forecast-pitch-report-probable-xis-and-match-preview-447347.html,"Who Has the Edge at Lord's? Weather, Pitch and Team News for IND vs ENG Decider",2026-07-19T08:20:15Z,2026-09-11T23:39:43Z,1,ai_assisted_primary_01,high,balanced,2,2,1,steep,,,"Lord's was expected to offer early seam movement and extra bounce before settling into a better batting surface, with some later grip for spin.",
1496580,2026-07-16,India tour of England,bilateral_series,"Sophia Gardens, Cardiff",Cardiff,India,England,1496580,https://www.espncricinfo.com/ci/engine/match/1496580.html,,,unverified_candidate,"site:espncricinfo.com ""India"" ""England"" ""2026-07-16"" preview pitch conditions",https://www.business-standard.com/amp/cricket/news/england-vs-india-2nd-odi-playing-11-live-time-ist-cardiff-stadium-stats-126071600275_1.html,"England vs India 2nd ODI Playing 11, live time (IST), Cardiff Stadium stats",2026-07-16T05:20:28Z,2026-09-11T23:39:43Z,1,ai_assisted_primary_01,high,balanced,1,2,1,standard,,,"Cardiff was expected to offer early swing and bounce, then slow enough to bring spinners into the contest.",
1496579,2026-07-14,India tour of England,bilateral_series,"Edgbaston, Birmingham",Birmingham,England,India,1496579,https://www.espncricinfo.com/ci/engine/match/1496579.html,,,unverified_candidate,"site:espncricinfo.com ""England"" ""India"" ""2026-07-14"" preview pitch conditions",https://www.business-standard.com/cricket/news/eng-vs-ind-1st-odi-where-to-watch-live-streaming-of-today-s-cricket-match-126071300656_1.html,ENG vs IND 1st ODI: Where to watch live streaming of today's cricket match?,2026-07-14T09:12:35Z,2026-09-11T23:39:43Z,1,ai_assisted_primary_01,high,pace_seam,2,2,1,standard,,,"The toss-time assessment found a good Edgbaston surface with enough grass and moisture to assist fast bowlers early, with spin expected later.",
1538298,2026-07-06,Bangladesh tour of Zimbabwe,bilateral_series,Harare Sports Club,Harare,Zimbabwe,Bangladesh,1538298,https://www.espncricinfo.com/ci/engine/match/1538298.html,,,unverified_candidate,"site:espncricinfo.com ""Zimbabwe"" ""Bangladesh"" ""2026-07-06"" preview pitch conditions",https://www.thedailystar.net/sports/cricket/news/tigers-bank-pacers-after-test-setback-4216626,Tigers bank on pacers after Test setback,2026-07-05T18:00:00Z,2026-09-11T23:39:43Z,1,ai_assisted_primary_01,medium,batting_friendly,2,,,,,,Harare was expected to continue its general pattern of high-scoring ODI contests.,
1532482,2026-06-14,Australia tour of Bangladesh,bilateral_series,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,Australia,1532482,https://www.espncricinfo.com/ci/engine/match/1532482.html,,,unverified_candidate,"site:espncricinfo.com ""Bangladesh"" ""Australia"" ""2026-06-14"" preview pitch conditions",https://www.thedailystar.net/sports/cricket/news/labuschagne-looking-salvage-pride-dead-rubber-4197761,Labuschagne looking to salvage pride in dead rubber,2026-06-13T12:59:00Z,2026-09-11T23:39:43Z,1,ai_assisted_primary_01,high,pace_seam,1,2,,standard,,,"Before the third ODI, Mirpur was described as offering more pace and bounce than the slow, low surfaces Australia had just faced in Pakistan.",
1535647,2026-06-04,Australia tour of Pakistan,bilateral_series,"Gaddafi Stadium, Lahore",Lahore,Australia,Pakistan,1535647,https://www.espncricinfo.com/ci/engine/match/1535647.html,,,unverified_candidate,"site:espncricinfo.com ""Australia"" ""Pakistan"" ""2026-06-04"" preview pitch conditions",https://www.dawn.com/news/2004997,"Series on the line as Pakistan, Australia brace for Lahore decider",2026-06-04T02:04:14Z,2026-09-11T23:53:16Z,1,ai_assisted_primary_01,high,spin,1,0,2,,1,,"Lahore was expected to remain a slow, spin-oriented surface with little grass and limited pace, similar to the sluggish second-ODI strip.",
1535646,2026-06-02,Australia tour of Pakistan,bilateral_series,"Gaddafi Stadium, Lahore",Lahore,Australia,Pakistan,1535646,https://www.espncricinfo.com/ci/engine/match/1535646.html,,,unverified_candidate,"site:espncricinfo.com ""Australia"" ""Pakistan"" ""2026-06-02"" preview pitch conditions",https://www.dawn.com/news/2004513,Pakistan eye series as Australia seek spin solution in Lahore,2026-06-02T02:10:52Z,2026-09-11T23:53:16Z,1,ai_assisted_primary_01,high,spin,1,,2,,,,"Despite Lahore’s high-scoring history, Australia expected the second-ODI surface to resemble the turning Rawalpindi wicket.",
1528274,2026-04-23,New Zealand tour of Bangladesh,bilateral_series,"Bir Sreshtho Flight Lieutenant Matiur Rahman Stadium, Chattogram",Chattogram,Bangladesh,New Zealand,1528274,https://www.espncricinfo.com/ci/engine/match/1528274.html,,,unverified_candidate,"site:espncricinfo.com ""Bangladesh"" ""New Zealand"" ""2026-04-23"" preview pitch conditions",https://www.thedailystar.net/sports/cricket/news/beauty-pitch-puzzle-awaits-series-decider-4158331,‘Beauty’ of pitch puzzle awaits series decider,2026-04-22T18:30:00Z,2026-09-11T23:53:16Z,1,ai_assisted_primary_01,medium,balanced,,1,1,standard,,,"Chattogram showed a greenish surface with possible pace and bounce, but heat and humidity created uncertainty about cracking and later turn.",
1507716,2026-01-22,England tour of Sri Lanka,bilateral_series,"R Premadasa Stadium, Colombo",Colombo,Sri Lanka,England,1507716,https://www.espncricinfo.com/ci/engine/match/1507716.html,,,unverified_candidate,"site:espncricinfo.com ""Sri Lanka"" ""England"" ""2026-01-22"" preview pitch conditions",https://crickettimes.com/2026/01/sl-vs-eng-pitch-report-for-1st-odi-r-premadasa-stadium-stats-and-records/,"SL vs ENG: Pitch Report for 1st ODI, R.Premadasa Stadium Stats and Records",2026-01-22T03:30:00Z,2026-09-11T23:53:16Z,1,ai_assisted_primary_01,high,spin,1,,2,,,,"The Colombo surface was expected to grip, turn, and slow as the first ODI progressed, making the middle overs spin-dominated.",
1490233,2026-01-18,New Zealand tour of India,bilateral_series,"Holkar Cricket Stadium, Indore",Indore,New Zealand,India,1490233,https://www.espncricinfo.com/ci/engine/match/1490233.html,,,unverified_candidate,"site:espncricinfo.com ""New Zealand"" ""India"" ""2026-01-18"" preview pitch conditions",https://www.business-standard.com/amp/cricket/news/india-vs-new-zealand-3rd-odi-indore-pitch-report-key-stadium-stats-126011700947_1.html,"India vs New Zealand 3rd ODI: Indore pitch report, key stadium stats",2026-01-18T03:49:11Z,2026-09-11T23:53:16Z,1,ai_assisted_primary_01,high,batting_friendly,2,,,,,,Indore was expected to remain a high-scoring batting surface before offering bowlers more help later in the match.,
1490231,2026-01-11,New Zealand tour of India,bilateral_series,"Kotambi Stadium, Vadodara",Vadodara,New Zealand,India,1490231,https://www.espncricinfo.com/ci/engine/match/1490231.html,,,unverified_candidate,"site:espncricinfo.com ""New Zealand"" ""India"" ""2026-01-11"" preview pitch conditions",https://www.business-standard.com/cricket/news/india-vs-new-zealand-1st-odi-vadodara-pitch-report-key-stadium-stats-126011000363_1.html,"India vs New Zealand 1st ODI: Vadodara pitch report, key stadium stats",2026-01-11T05:25:46Z,2026-09-11T23:53:16Z,1,ai_assisted_primary_01,high,batting_friendly,2,0,1,standard,,,"Vadodara was expected to be flat and batting-friendly with true bounce, minimal early pace help, and slight turn later.",
1479575,2025-12-06,South Africa tour of India,bilateral_series,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,South Africa,India,1479575,https://www.espncricinfo.com/ci/engine/match/1479575.html,,,unverified_candidate,"site:espncricinfo.com ""South Africa"" ""India"" ""2025-12-06"" preview pitch conditions",https://indianexpress.com/article/sports/cricket/india-vs-south-africa-visakhapatnam-aca-vdca-cricket-stadium-pitch-report-weather-forecast-match-update-10404167/,"IND vs SA 3rd ODI Visakhapatnam ACA-VDCA Cricket Stadium Pitch Report, Weather Update",2025-12-05T12:11:55Z,2026-09-11T23:53:16Z,1,ai_assisted_primary_01,high,batting_friendly,2,,,,,1,"Visakhapatnam was expected to continue the series’ high-scoring pattern, with evening dew materially favoring batting second.",
